,Title,Artist,Release Year,Genius_Link
5705,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,2012,https://genius.com/Ne-yo-let-me-love-you-until-you-learn-to-love-yourself-lyrics
5706,Pound the Alarm,Nicki Minaj,2012,https://genius.com/Nicki-minaj-pound-the-alarm-lyrics
5707,Come Over,Kenny Chesney,2012,https://genius.com/Kenny-chesney-come-over-lyrics
5708,Heart Attack,Trey Songz,2012,https://genius.com/Trey-songz-heart-attack-lyrics
5709,Drank in My Cup,Kirko Bangz,2012,https://genius.com/Kirko-bangz-drank-in-my-cup-lyrics
5710,Birthday Cake,Rihanna featuring Chris Brown,2012,https://genius.com/Adoseofbuckley-the-ten-worst-songs-of-2012-annotated
5711,So Good,B.o.B,2012,https://genius.com/Bob-so-good-lyrics
5712,50 Ways to Say Goodbye,Train,2012,https://genius.com/Train-50-ways-to-say-goodbye-lyrics
5713,Red Solo Cup,Toby Keith,2012,https://genius.com/Toby-keith-red-solo-cup-lyrics
5714,Love You Like a Love Song,Selena Gomez & the Scene,2012,https://genius.com/Selena-gomez-and-the-scene-love-you-like-a-love-song-lyrics
5715,Turn Up the Music,Chris Brown,2012,https://genius.com/Chris-brown-turn-up-the-music-lyrics
5716,Die Young,Kesha,2012,https://genius.com/Kesha-die-young-lyrics
5717,5 O'Clock,T-Pain featuring Wiz Khalifa and Lily Allen,2012,https://genius.com/T-pain-5-oclock-lyrics
5718,A Thousand Years,Christina Perri,2012,https://genius.com/Christina-perri-a-thousand-years-lyrics
5719,Take a Little Ride,Jason Aldean,2012,https://genius.com/Jason-aldean-take-a-little-ride-lyrics
5720,You da One,Rihanna,2012,https://genius.com/Rihanna-you-da-one-lyrics
5721,We Run the Night,Havana Brown featuring Pitbull,2012,https://genius.com/Havana-brown-get-it-we-run-the-night-mashup-lyrics
5722,It's Time,Imagine Dragons,2012,https://genius.com/Imagine-dragons-its-time-lyrics
5723,Cashin' Out,Cash Out,2012,https://genius.com/Rello-cash-cashout-prod-jemzent-lyrics
5724,I Don't Want This Night to End,Luke Bryan,2012,https://genius.com/Luke-bryan-i-dont-want-this-night-to-end-lyrics
5725,Diamonds,Rihanna,2012,https://genius.com/Rihanna-diamonds-lyrics
5726,Hard to Love,Lee Brice,2012,https://genius.com/Lee-brice-hard-to-love-lyrics
5727,Somethin' 'Bout a Truck,Kip Moore,2012,https://genius.com/Kip-moore-somethin-bout-a-truck-lyrics
5728,Adorn,Miguel,2012,https://genius.com/Miguel-adorn-lyrics
5729,Fly Over States,Jason Aldean,2012,https://genius.com/Jason-aldean-fly-over-states-lyrics
5730,Even If It Breaks Your Heart,Eli Young Band,2012,https://genius.com/Eli-young-band-even-if-it-breaks-your-heart-lyrics
5731,Burn It Down,Linkin Park,2012,https://genius.com/Linkin-park-burn-it-down-lyrics
5732,Thrift Shop,Macklemore & Ryan Lewis featuring Wanz,2013,https://genius.com/Billboard-hot-rap-songs-chart-25th-anniversary-top-100-songs-lyrics
5733,Blurred Lines,Robin Thicke featuring T.I. and Pharrell Williams,2013,https://genius.com/Y-titty-blurred-lines-robin-thicke-feat-pharrell-williams-and-ti-parodie-lyrics
5734,Radioactive,Imagine Dragons,2013,https://genius.com/Imagine-dragons-radioactive-lyrics
5735,Harlem Shake,Baauer,2013,https://genius.com/Baauer-harlem-shake-lyrics
5736,Can't Hold Us,Macklemore & Ryan Lewis featuring Ray Dalton,2013,https://genius.com/Billboard-hot-rap-songs-chart-25th-anniversary-top-100-songs-lyrics
5737,Mirrors,Justin Timberlake,2013,https://genius.com/Justin-timberlake-mirrors-lyrics
5738,Just Give Me a Reason,Pink featuring Nate Ruess,2013,https://genius.com/P-nk-just-give-me-a-reason-lyrics
5739,When I Was Your Man,Bruno Mars,2013,https://genius.com/Bruno-mars-when-i-was-your-man-lyrics
5740,Cruise,Florida Georgia Line featuring Nelly,2013,https://genius.com/Mr-varnell-turn-up-for-hick-hop-annotated
5741,Roar,Katy Perry,2013,https://genius.com/Katy-perry-roar-lyrics
5742,Locked Out of Heaven,Bruno Mars,2013,https://genius.com/Bruno-mars-locked-out-of-heaven-lyrics
5743,Ho Hey,The Lumineers,2013,https://genius.com/The-lumineers-ho-hey-lyrics
5744,Stay,Rihanna featuring Mikky Ekko,2013,https://genius.com/Genius-traductions-francaises-rihanna-stay-ft-mikky-ekko-traduction-francaise-lyrics
5745,Get Lucky,Daft Punk featuring Pharrell Williams,2013,https://genius.com/Gmpresents-get-lucky-daft-punk-feat-pharrell-williams-cover-lyrics
5746,Royals,Lorde,2013,https://genius.com/Lorde-royals-lyrics
5747,I Knew You Were Trouble.,Taylor Swift,2013,https://genius.com/Taylor-swift-i-knew-you-were-trouble-lyrics
5748,We Can't Stop,Miley Cyrus,2013,https://genius.com/Miley-cyrus-we-cant-stop-lyrics
5749,Wrecking Ball,Miley Cyrus,2013,https://genius.com/Miley-cyrus-wrecking-ball-lyrics
5750,Wake Me Up,Avicii,2013,https://genius.com/Avicii-wake-me-up-lyrics
5751,Suit & Tie,Justin Timberlake featuring Jay-Z,2013,https://genius.com/Genius-traductions-francaises-justin-timberlake-suit-and-tie-ft-jay-z-traduction-francaise-lyrics
5752,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,2013,https://genius.com/Anna-kendrick-cups-pitch-perfects-when-im-gone-pop-version-lyrics
5753,Holy Grail,Jay-Z featuring Justin Timberlake,2013,https://genius.com/Rocawear-whats-new-lyrics
5754,Scream & Shout,will.i.am featuring Britney Spears,2013,https://genius.com/Hitradio-o3-nummer-eins-hits-in-osterreich-2013-annotated
5755,Clarity,Zedd featuring Foxes,2013,https://genius.com/Zedd-clarity-zedd-union-mix-lyrics
5756,Sail,Awolnation,2013,https://genius.com/Awolnation-sail-lyrics
5757,Don't You Worry Child,Swedish House Mafia featuring John Martin,2013,https://genius.com/Swedish-house-mafia-dont-you-worry-child-swedish-house-mafia-2023-rework-lyrics
5758,Diamonds,Rihanna,2013,https://genius.com/Rihanna-diamonds-lyrics
5759,I Love It,Icona Pop featuring Charli XCX,2013,https://genius.com/Icona-pop-i-love-it-lyrics
5760,Safe and Sound,Capital Cities,2013,https://genius.com/Capital-cities-safe-and-sound-lyrics
5761,Treasure,Bruno Mars,2013,https://genius.com/Bruno-mars-treasure-lyrics
5762,The Way,Ariana Grande featuring Mac Miller,2013,https://genius.com/Fortnite-rift-tour-2021-lyrics
5763,Started from the Bottom,Drake,2013,https://genius.com/Drake-started-from-the-bottom-lyrics
5764,Come & Get It,Selena Gomez,2013,https://genius.com/Selena-gomez-come-and-get-it-lyrics
5765,"Hold On, We're Going Home",Drake featuring Majid Jordan,2013,https://genius.com/Rolling-stone-the-500-greatest-songs-of-all-time-2021-annotated
5766,Daylight,Maroon 5,2013,https://genius.com/Maroon-5-daylight-lyrics
5767,Feel This Moment,Pitbull featuring Christina Aguilera,2013,https://genius.com/Dylan-summer-feel-this-moment-lyrics
5768,Applause,Lady Gaga,2013,https://genius.com/Lady-gaga-applause-lyrics
5769,One More Night,Maroon 5,2013,https://genius.com/Maroon-5-one-more-night-lyrics
5770,Love Me,Lil Wayne featuring Drake and Future,2013,https://genius.com/Toxiplays-non-music-he-loved-you-inspiration-playlist-annotated
5771,My Songs Know What You Did in the Dark (Light Em Up),Fall Out Boy,2013,https://genius.com/Fall-out-boy-my-songs-know-what-you-did-in-the-dark-light-em-up-lyrics
5772,Fuckin' Problems,"ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar",2013,https://genius.com/Genius-russian-translations-a-ap-rocky-fuckin-problems-ft-drake-2-chainz-and-kendrick-lamar-lyrics
5773,Beauty and a Beat,Justin Bieber featuring Nicki Minaj,2013,https://genius.com/Justin-bieber-beauty-and-a-beat-lyrics
5774,Same Love,Macklemore & Ryan Lewis featuring Mary Lambert,2013,https://genius.com/Velyn-analyzing-same-love-persuasive-techniques-lyrics
5775,Sweet Nothing,Calvin Harris featuring Florence Welch,2013,https://genius.com/Two-friends-big-bootie-mix-volume-11-track-list-annotated
5776,Summertime Sadness,Lana Del Rey and Cédric Gervais,2013,https://genius.com/Lana-del-rey-and-cedric-gervais-summertime-sadness-cedric-gervais-extended-remix-lyrics
5777,Home,Phillip Phillips,2013,https://genius.com/Phillip-phillips-home-lyrics
5778,It's Time,Imagine Dragons,2013,https://genius.com/Imagine-dragons-its-time-lyrics
5779,Power Trip,J. Cole featuring Miguel,2013,https://genius.com/Nvp-summer-playlist-2015-annotated
5780,Girl on Fire,Alicia Keys featuring Nicki Minaj,2013,https://genius.com/Hitradio-o3-nummer-eins-hits-in-osterreich-2013-annotated
5781,Heart Attack,Demi Lovato,2013,https://genius.com/Demi-lovato-heart-attack-lyrics
5782,Love Somebody,Maroon 5,2013,https://genius.com/Maroon-5-love-somebody-lyrics
5783,I Will Wait,Mumford & Sons,2013,https://genius.com/Mumford-and-sons-i-will-wait-lyrics
5784,Try,Pink,2013,https://genius.com/P-nk-try-lyrics
5785,Wagon Wheel,Darius Rucker,2013,https://genius.com/Darius-rucker-wagon-wheel-lyrics
5786,Gangnam Style,Psy,2013,https://genius.com/Psy-gangnam-style-lyrics
5787,I Need Your Love,Calvin Harris featuring Ellie Goulding,2013,https://genius.com/Brit-awards-2014-winners-and-nominees-lyrics
5788,Die Young,Kesha,2013,https://genius.com/Kesha-die-young-lyrics
5789,Some Nights,Fun,2013,https://genius.com/Fun-some-nights-lyrics
5790,Bad,Wale featuring Tiara Thomas or Rihanna,2013,https://genius.com/Genius-october-2022-singles-release-calendar-annotated
5791,Boys 'Round Here,Blake Shelton featuring Pistol Annies and Friends,2013,https://genius.com/Siriusxm-top-1000-country-songs-of-all-time-2022-lyrics
5792,"Gone, Gone, Gone",Phillip Phillips,2013,https://genius.com/Phillip-phillips-gone-gone-gone-lyrics
5793,Demons,Imagine Dragons,2013,https://genius.com/Imagine-dragons-demons-lyrics
5794,Counting Stars,OneRepublic,2013,https://genius.com/Onerepublic-counting-stars-lyrics
5795,I Cry,Flo Rida,2013,https://genius.com/Flo-rida-i-cry-lyrics
5796,Little Talks,Of Monsters and Men,2013,https://genius.com/Of-monsters-and-men-little-talks-lyrics
5797,The Other Side,Jason Derulo,2013,https://genius.com/Jason-derulo-the-other-side-lyrics
5798,Berzerk,Eminem,2013,https://genius.com/Eminem-berzerk-lyrics
5799,Catch My Breath,Kelly Clarkson,2013,https://genius.com/Kelly-clarkson-catch-my-breath-lyrics
5800,Crash My Party,Luke Bryan,2013,https://genius.com/Luke-bryan-crash-my-party-lyrics
5801,Pour It Up,Rihanna,2013,https://genius.com/Rihanna-pour-it-up-lyrics
5802,22,Taylor Swift,2013,https://genius.com/Taylor-swift-22-lyrics
5803,I Want Crazy,Hunter Hayes,2013,https://genius.com/Hunter-hayes-i-want-crazy-lyrics
5804,The Fox (What Does the Fox Say?),Ylvis,2013,https://genius.com/Ylvis-the-fox-what-does-the-fox-say-lyrics
5805,Best Song Ever,One Direction,2013,https://genius.com/One-direction-best-song-ever-lyrics
5806,The A Team,Ed Sheeran,2013,https://genius.com/Ed-sheeran-the-a-team-lyrics
5807,Carry On,Fun,2013,https://genius.com/Fun-carry-on-lyrics
5808,Highway Don't Care,Tim McGraw featuring Taylor Swift and Keith Urban,2013,https://genius.com/Polskie-tumaczenia-genius-tim-mcgraw-highway-dont-care-ft-taylor-swift-and-keith-urban-polskie-tumaczenie-lyrics
5809,That's My Kind of Night,Luke Bryan,2013,https://genius.com/Luke-bryan-thats-my-kind-of-night-lyrics
5810,Swimming Pools (Drank),Kendrick Lamar,2013,https://genius.com/Kendrick-lamar-swimming-pools-drank-lyrics
5811,Sure Be Cool If You Did,Blake Shelton,2013,https://genius.com/Blake-shelton-sure-be-cool-if-you-did-lyrics
5812,#Beautiful,Mariah Carey featuring Miguel,2013,https://genius.com/Spotify-women-of-pop-annotated
5813,Troublemaker,Olly Murs featuring Flo Rida,2013,https://genius.com/Genius-traducciones-al-espanol-olly-murs-troublemaker-ft-flo-rida-traduccion-al-espanol-lyrics
5814,Body Party,Ciara,2013,https://genius.com/Ciara-body-party-lyrics
5815,Adorn,Miguel,2013,https://genius.com/Miguel-adorn-lyrics
5816,Hall of Fame,The Script featuring will.i.am,2013,https://genius.com/Hitradio-o3-nummer-eins-hits-in-osterreich-2013-annotated
5817,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,2013,https://genius.com/Ne-yo-let-me-love-you-until-you-learn-to-love-yourself-lyrics
5818,U.O.E.N.O.,Rocko featuring Future and Rick Ross,2013,https://genius.com/Genius-users-a-ap-rocky-discography-list-annotated
5819,Next to Me,Emeli Sandé,2013,https://genius.com/Emeli-sande-next-to-me-lyrics
5820,Mama's Broken Heart,Miranda Lambert,2013,https://genius.com/Miranda-lambert-mamas-broken-heart-lyrics
5821,It Goes Like This,Thomas Rhett,2013,https://genius.com/Thomas-rhett-it-goes-like-this-lyrics
5822,Bugatti,Ace Hood featuring Future and Rick Ross,2013,https://genius.com/Genius-brasil-traducoes-ace-hood-bugatti-ft-future-and-rick-ross-traducao-em-portugues-lyrics
5823,Wanted,Hunter Hayes,2013,https://genius.com/Hunter-hayes-wanted-lyrics
5824,Downtown,Lady Antebellum,2013,https://genius.com/Lady-a-downtown-lyrics
5825,Get Your Shine On,Florida Georgia Line,2013,https://genius.com/Florida-georgia-line-get-your-shine-on-lyrics
5826,#thatPower,will.i.am featuring Justin Bieber,2013,https://genius.com/Hip-hop-dx-hip-hop-songs-that-will-be-your-motivation-lyrics
5827,Brave,Sara Bareilles,2013,https://genius.com/Sara-bareilles-brave-lyrics
5828,Let Her Go,Passenger,2013,https://genius.com/Passenger-let-her-go-lyrics
5829,Runnin' Outta Moonlight,Randy Houser,2013,https://genius.com/Randy-houser-runnin-outta-moonlight-lyrics
5830,I'm Different,2 Chainz,2013,https://genius.com/2-chainz-im-different-lyrics
5831,Still Into You,Paramore,2013,https://genius.com/Paramore-still-into-you-lyrics
5832,Happy,Pharrell Williams,2014,https://genius.com/Pharrell-williams-happy-lyrics
5833,Dark Horse,Katy Perry featuring Juicy J,2014,https://genius.com/Mtv-2014-emas-nominees-and-winners-lyrics
5834,All of Me,John Legend,2014,https://genius.com/John-legend-all-of-me-lyrics
5835,Fancy,Iggy Azalea featuring Charli XCX,2014,https://genius.com/Rap-genius-users-grammys-predictions-2015-annotated
5836,Counting Stars,OneRepublic,2014,https://genius.com/Onerepublic-counting-stars-lyrics
5837,Talk Dirty,Jason Derulo featuring 2 Chainz,2014,https://genius.com/Kollektiv-turmstrasse-tristesse-lyrics
5838,Rude,Magic!,2014,https://genius.com/Magic-rude-lyrics
5839,All About That Bass,Meghan Trainor,2014,https://genius.com/Meghan-trainor-all-about-that-bass-lyrics
5840,Problem,Ariana Grande featuring Iggy Azalea,2014,https://genius.com/Mtv-2014-emas-nominees-and-winners-lyrics
5841,Stay with Me,Sam Smith,2014,https://genius.com/Sam-smith-stay-with-me-lyrics
5842,Timber,Pitbull featuring Kesha,2014,https://genius.com/Kollektiv-turmstrasse-tristesse-lyrics
5843,Pompeii,Bastille,2014,https://genius.com/Bastille-pompeii-lyrics
5844,Shake It Off,Taylor Swift,2014,https://genius.com/Taylor-swift-shake-it-off-lyrics
5845,Am I Wrong,Nico & Vinz,2014,https://genius.com/Nico-and-vinz-am-i-wrong-lyrics
5846,Turn Down for What,DJ Snake and Lil Jon,2014,https://genius.com/Ivan-loredo-top-5-jams-2014-annotated
5847,The Monster,Eminem featuring Rihanna,2014,https://genius.com/Rap-genius-users-grammys-predictions-2015-annotated
5848,Say Something,A Great Big World and Christina Aguilera,2014,https://genius.com/Say-something-say-something-tribute-to-a-great-big-world-and-christina-aguilera-instrumental-version-lyrics
5849,Team,Lorde,2014,https://genius.com/Lorde-team-lyrics
5850,Let Her Go,Passenger,2014,https://genius.com/Passenger-let-her-go-lyrics
5851,Royals,Lorde,2014,https://genius.com/Lorde-royals-lyrics
5852,Let It Go,Idina Menzel,2014,https://genius.com/Idina-menzel-let-it-go-lyrics
5853,Wake Me Up,Avicii,2014,https://genius.com/Avicii-wake-me-up-lyrics
5854,Demons,Imagine Dragons,2014,https://genius.com/Imagine-dragons-demons-lyrics
5855,Story of My Life,One Direction,2014,https://genius.com/One-direction-story-of-my-life-lyrics
5856,Chandelier,Sia,2014,https://genius.com/Sia-chandelier-lyrics
5857,Black Widow,Iggy Azalea featuring Rita Ora,2014,https://genius.com/Mtv-2014-emas-nominees-and-winners-lyrics
5858,Bang Bang,"Jessie J, Ariana Grande and Nicki Minaj",2014,https://genius.com/Mtv-32nd-vma-2015-nominees-lyrics
5859,Latch,Disclosure featuring Sam Smith,2014,https://genius.com/Two-friends-big-bootie-mix-volume-15-track-list-lyrics
5860,Maps,Maroon 5,2014,https://genius.com/Maroon-5-maps-lyrics
5861,Loyal,Chris Brown featuring Lil Wayne and French Montana or Too Short or Tyga,2014,https://genius.com/Rap-critic-rap-critic-reviews-loyal-by-chris-brown-feat-lil-wayne-and-tyga-lyrics
5862,Best Day of My Life,American Authors,2014,https://genius.com/American-authors-best-day-of-my-life-lyrics
5863,Habits (Stay High),Tove Lo,2014,https://genius.com/Tove-lo-habits-stay-high-lyrics
5864,Summer,Calvin Harris,2014,https://genius.com/Calvin-harris-summer-lyrics
5865,Boom Clap,Charli XCX,2014,https://genius.com/Charli-xcx-boom-clap-lyrics
5866,Drunk in Love,Beyoncé featuring Jay-Z,2014,https://genius.com/Kollektiv-turmstrasse-tristesse-lyrics
5867,Anaconda,Nicki Minaj,2014,https://genius.com/Nicki-minaj-anaconda-lyrics
5868,Break Free,Ariana Grande featuring Zedd,2014,https://genius.com/Thehills79-my-spotify-playlist-annotated
5869,Bailando,Enrique Iglesias featuring Descemer Bueno and Gente de Zona,2014,https://genius.com/Genius-suomenkielinen-kaannos-enrique-iglesias-bailando-ft-descemer-bueno-and-gente-de-zona-suomenkielinen-kaannos-lyrics
5870,Burn,Ellie Goulding,2014,https://genius.com/Ellie-goulding-burn-lyrics
5871,Wiggle,Jason Derulo featuring Snoop Dogg,2014,https://genius.com/The-greatest-bits-wiggle-8-bit-tribute-to-jason-derulo-and-snoop-dogg-lyrics
5872,Rather Be,Clean Bandit featuring Jess Glynne,2014,https://genius.com/Hitradio-o3-nummer-eins-hits-in-osterreich-2014-annotated
5873,Don't Tell 'Em,Jeremih featuring YG,2014,https://genius.com/Thehills79-my-spotify-playlist-annotated
5874,Show Me,Kid Ink featuring Chris Brown,2014,https://genius.com/Nvp-summer-playlist-2015-annotated
5875,Wrecking Ball,Miley Cyrus,2014,https://genius.com/Miley-cyrus-wrecking-ball-lyrics
5876,Not a Bad Thing,Justin Timberlake,2014,https://genius.com/Justin-timberlake-not-a-bad-thing-lyrics
5877,Roar,Katy Perry,2014,https://genius.com/Katy-perry-roar-lyrics
5878,Ain't It Fun,Paramore,2014,https://genius.com/Paramore-aint-it-fun-lyrics
5879,The Man,Aloe Blacc,2014,https://genius.com/Aloe-blacc-the-man-lyrics
5880,This Is How We Roll,Florida Georgia Line featuring Luke Bryan,2014,https://genius.com/Country-genius-list-of-number-one-country-songs-2010-2019-lyrics
5881,Classic,MKTO,2014,https://genius.com/Mkto-classic-lyrics
5882,A Sky Full of Stars,Coldplay,2014,https://genius.com/Coldplay-a-sky-full-of-stars-lyrics
5883,Don't,Ed Sheeran,2014,https://genius.com/Ed-sheeran-dont-lyrics
5884,Na Na,Trey Songz,2014,https://genius.com/Trey-songz-na-na-lyrics
5885,Hot Boy,Bobby Shmurda,2014,https://genius.com/Tana-and-cristale-shubz-lyrics
5886,"Hold On, We're Going Home",Drake featuring Majid Jordan,2014,https://genius.com/Rolling-stone-the-500-greatest-songs-of-all-time-2021-annotated
5887,Sing,Ed Sheeran,2014,https://genius.com/Ed-sheeran-sing-lyrics
5888,Radioactive,Imagine Dragons,2014,https://genius.com/Imagine-dragons-radioactive-lyrics
5889,My Hitta,YG featuring Jeezy and Rich Homie Quan,2014,https://genius.com/Bet-awards-2014-hip-hop-nominees-lyrics
