,Title,Artist,Release Year,Genius_Link
3110,Bad Boy,Miami Sound Machine,1986,https://genius.com/Miami-sound-machine-bad-boy-lyrics
3111,Sleeping Bag,ZZ Top,1986,https://genius.com/Zz-top-sleeping-bag-lyrics
3112,Tonight She Comes,The Cars,1986,https://genius.com/The-cars-tonight-she-comes-lyrics
3113,Love Touch,Rod Stewart,1986,https://genius.com/Rod-stewart-love-touch-lyrics
3114,A Love Bizarre,Sheila E.,1986,https://genius.com/Sheila-e-a-love-bizarre-lyrics
3115,Throwing It All Away,Genesis,1986,https://genius.com/Genesis-throwing-it-all-away-lyrics
3116,Baby Love,Regina,1986,https://genius.com/Regina-richards-baby-love-lyrics
3117,Election Day,Arcadia,1986,https://genius.com/Arcadia-election-day-lyrics
3118,Nikita,Elton John,1986,https://genius.com/Elton-john-nikita-lyrics
3119,Take Me Home,Phil Collins,1986,https://genius.com/Phil-collins-take-me-home-lyrics
3120,Walk This Way,Run–D.M.C. featuring Aerosmith,1986,https://genius.com/Hella-maze-coming-in-hot-lyrics
3121,Sweet Love,Anita Baker,1986,https://genius.com/Anita-baker-sweet-love-lyrics
3122,Your Wildest Dreams,Moody Blues,1986,https://genius.com/Screen-genius-song-titles-that-are-also-movies-i-annotated
3123,Spies Like Us,Paul McCartney,1986,https://genius.com/Paul-mccartney-spies-like-us-lyrics
3124,Object of My Desire,Starpoint,1986,https://genius.com/Starpoint-object-of-my-desire-lyrics
3125,Dreamtime,Daryl Hall,1986,https://genius.com/Daryl-hall-dreamtime-lyrics
3126,Tender Love,Force MDs,1986,https://genius.com/Force-mds-tender-love-lyrics
3127,King for a Day,Thompson Twins,1986,https://genius.com/Thompson-twins-king-for-a-day-lyrics
3128,Love Will Conquer All,Lionel Richie,1986,https://genius.com/Lionel-richie-love-will-conquer-all-lyrics
3129,A Different Corner,George Michael,1986,https://genius.com/George-michael-a-different-corner-lyrics
3130,I'll Be Over You,Toto,1986,https://genius.com/Toto-ill-be-over-you-lyrics
3131,Go Home,Stevie Wonder,1986,https://genius.com/Stevie-wonder-go-home-lyrics
3132,Walk Like An Egyptian,The Bangles,1987,https://genius.com/The-bangles-walk-like-an-egyptian-lyrics
3133,Alone,Heart,1987,https://genius.com/Heart-alone-lyrics
3134,Shake You Down,Gregory Abbott,1987,https://genius.com/Gregory-abbott-shake-you-down-lyrics
3135,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987,https://genius.com/Whitney-houston-i-wanna-dance-with-somebody-who-loves-me-lyrics
3136,Nothing's Gonna Stop Us Now,Starship,1987,https://genius.com/Starship-nothings-gonna-stop-us-now-lyrics
3137,C'est La Vie,Robbie Nevil,1987,https://genius.com/Robbie-nevil-cest-la-vie-lyrics
3138,Here I Go Again,Whitesnake,1987,https://genius.com/Whitesnake-here-i-go-again-lyrics
3139,The Way It Is,Bruce Hornsby and the Range,1987,https://genius.com/Genius-brasil-traducoes-bruce-hornsby-and-the-range-the-way-it-is-traducao-em-portugues-lyrics
3140,Shakedown,Bob Seger,1987,https://genius.com/Bob-seger-shakedown-lyrics
3141,Livin' on a Prayer,Bon Jovi,1987,https://genius.com/Bon-jovi-livin-on-a-prayer-lyrics
3142,La Bamba,Los Lobos,1987,https://genius.com/Los-lobos-la-bamba-lyrics
3143,Everybody Have Fun Tonight,Wang Chung,1987,https://genius.com/Wang-chung-everybody-have-fun-tonight-lyrics
3144,Don't Dream It's Over,Crowded House,1987,https://genius.com/Crowded-house-dont-dream-its-over-lyrics
3145,Always,Atlantic Starr,1987,https://genius.com/Atlantic-starr-always-lyrics
3146,With or Without You,U2,1987,https://genius.com/U2-with-or-without-you-lyrics
3147,Looking for a New Love,Jody Watley,1987,https://genius.com/Jody-watley-looking-for-a-new-love-lyrics
3148,Head to Toe,Lisa Lisa and Cult Jam,1987,https://genius.com/Lisa-lisa-and-cult-jam-head-to-toe-lyrics
3149,I Think We're Alone Now,Tiffany,1987,https://genius.com/Tiffany-i-think-were-alone-now-lyrics
3150,Mony Mony,Billy Idol,1987,https://genius.com/Billy-idol-mony-mony-lyrics
3151,At This Moment,Billy Vera and the Beaters,1987,https://genius.com/Billy-vera-and-the-beaters-at-this-moment-lyrics
3152,The Lady in Red,Chris de Burgh,1987,https://genius.com/Chris-de-burgh-the-lady-in-red-lyrics
3153,Didn't We Almost Have It All,Whitney Houston,1987,https://genius.com/Whitney-houston-didnt-we-almost-have-it-all-lyrics
3154,I Still Haven't Found What I'm Looking For,U2,1987,https://genius.com/U2-i-still-havent-found-what-im-looking-for-lyrics
3155,I Want Your Sex,George Michael,1987,https://genius.com/George-michael-i-want-your-sex-lyrics
3156,Notorious,Duran Duran,1987,https://genius.com/Duran-duran-notorious-lyrics
3157,Only in My Dreams,Debbie Gibson,1987,https://genius.com/Debbie-gibson-only-in-my-dreams-lyrics
3158,(I've Had) The Time of My Life,Bill Medley and Jennifer Warnes,1987,https://genius.com/Bill-medley-and-jennifer-warnes-ive-had-the-time-of-my-life-lyrics
3159,The Next Time I Fall,Peter Cetera and Amy Grant,1987,https://genius.com/Peter-cetera-the-next-time-i-fall-lyrics
3160,Lean on Me,Club Nouveau,1987,https://genius.com/Club-nouveau-lean-on-me-lyrics
3161,Open Your Heart,Madonna,1987,https://genius.com/Madonna-open-your-heart-lyrics
3162,Lost in Emotion,Lisa Lisa and Cult Jam,1987,https://genius.com/Lisa-lisa-and-cult-jam-lost-in-emotion-lyrics
3163,(I Just) Died In Your Arms,Cutting Crew,1987,https://genius.com/Cutting-crew-i-just-died-in-your-arms-lyrics
3164,Heart and Soul,T'Pau,1987,https://genius.com/Tpau-heart-and-soul-lyrics
3165,You Keep Me Hangin' On,Kim Wilde,1987,https://genius.com/Kim-wilde-you-keep-me-hangin-on-lyrics
3166,Keep Your Hands to Yourself,Georgia Satellites,1987,https://genius.com/The-georgia-satellites-keep-your-hands-to-yourself-lyrics
3167,I Knew You Were Waiting (For Me),Aretha Franklin and George Michael,1987,https://genius.com/Aretha-franklin-and-george-michael-i-knew-you-were-waiting-for-me-lyrics
3168,Control,Janet Jackson,1987,https://genius.com/Janet-jackson-control-lyrics
3169,U Got the Look,Prince,1987,https://genius.com/Prince-u-got-the-look-lyrics
3170,Somewhere Out There,Linda Ronstadt and James Ingram,1987,https://genius.com/Linda-ronstadt-and-james-ingram-somewhere-out-there-lyrics
3171,Land of Confusion,Genesis,1987,https://genius.com/Genesis-land-of-confusion-lyrics
3172,Jacob's Ladder,Huey Lewis and the News,1987,https://genius.com/Huey-lewis-and-the-news-jacobs-ladder-lyrics
3173,Who's That Girl,Madonna,1987,https://genius.com/Madonna-whos-that-girl-lyrics
3174,You Got It All,The Jets,1987,https://genius.com/The-jets-group-you-got-it-all-lyrics
3175,Touch Me (I Want Your Body),Samantha Fox,1987,https://genius.com/Samantha-fox-touch-me-i-want-your-body-lyrics
3176,I Just Can't Stop Loving You,Michael Jackson with Siedah Garrett,1987,https://genius.com/Michael-jackson-i-just-cant-stop-loving-you-with-spoken-intro-lyrics
3177,Causing a Commotion,Madonna,1987,https://genius.com/Madonna-causing-a-commotion-lyrics
3178,In Too Deep,Genesis,1987,https://genius.com/Genesis-in-too-deep-lyrics
3179,Let's Wait Awhile,Janet Jackson,1987,https://genius.com/Janet-jackson-lets-wait-awhile-lyrics
3180,Hip to Be Square,Huey Lewis and the News,1987,https://genius.com/Mary-harron-american-psycho-you-like-huey-lewis-and-the-news-annotated
3181,Will You Still Love Me?,Chicago,1987,https://genius.com/Chicago-will-you-still-love-me-lyrics
3182,Little Lies,Fleetwood Mac,1987,https://genius.com/Fleetwood-mac-little-lies-lyrics
3183,Luka,Suzanne Vega,1987,https://genius.com/Suzanne-vega-luka-lyrics
3184,I Heard A Rumour,Bananarama,1987,https://genius.com/Bananarama-i-heard-a-rumour-lyrics
3185,Don't Mean Nothing,Richard Marx,1987,https://genius.com/Richard-marx-dont-mean-nothing-lyrics
3186,Songbird,Kenny G,1987,https://genius.com/Kenny-g-songbird-lyrics
3187,Carrie,Europe,1987,https://genius.com/Europe-carrie-lyrics
3188,Don't Disturb This Groove,The System,1987,https://genius.com/The-system-dont-disturb-this-groove-lyrics
3189,La Isla Bonita,Madonna,1987,https://genius.com/Madonna-la-isla-bonita-lyrics
3190,Bad,Michael Jackson,1987,https://genius.com/Michael-jackson-bad-lyrics
3191,Sign o' the Times,Prince,1987,https://genius.com/Prince-sign-o-the-times-lyrics
3192,Change of Heart,Cyndi Lauper,1987,https://genius.com/Cyndi-lauper-change-of-heart-lyrics
3193,Come Go with Me,Exposé,1987,https://genius.com/Expose-come-go-with-me-lyrics
3194,Can't We Try,Dan Hill featuring Vonda Shepard,1987,https://genius.com/Dan-hill-and-vonda-shepard-cant-we-try-lyrics
3195,To Be a Lover,Billy Idol,1987,https://genius.com/Billy-idol-to-be-a-lover-lyrics
3196,Mandolin Rain,Bruce Hornsby and the Range,1987,https://genius.com/Bruce-hornsby-and-the-range-mandolin-rain-lyrics
3197,Breakout,Swing Out Sister,1987,https://genius.com/Swing-out-sister-breakout-lyrics
3198,Stand by Me,Ben E. King,1987,https://genius.com/Ben-e-king-stand-by-me-lyrics
3199,"Tonight, Tonight, Tonight",Genesis,1987,https://genius.com/Genesis-tonight-tonight-tonight-lyrics
3200,Someday,Glass Tiger,1987,https://genius.com/Glass-tiger-someday-lyrics
3201,When Smokey Sings,ABC,1987,https://genius.com/Abc-when-smokey-sings-lyrics
3202,Casanova,LeVert,1987,https://genius.com/Levert-casanova-lyrics
3203,Rhythm Is Gonna Get You,Gloria Estefan and Miami Sound Machine,1987,https://genius.com/Gloria-estefan-rhythm-is-gonna-get-you-lyrics
3204,Rock Steady,The Whispers,1987,https://genius.com/The-whispers-rock-steady-lyrics
3205,Wanted Dead or Alive,Bon Jovi,1987,https://genius.com/Bon-jovi-wanted-dead-or-alive-lyrics
3206,Big Time,Peter Gabriel,1987,https://genius.com/Peter-gabriel-big-time-lyrics
3207,The Finer Things,Steve Winwood,1987,https://genius.com/Steve-winwood-the-finer-things-lyrics
3208,Let Me Be the One,Exposé,1987,https://genius.com/Expose-let-me-be-the-one-lyrics
3209,Is This Love,Survivor,1987,https://genius.com/Survivor-is-this-love-lyrics
3210,Diamonds,Herb Alpert,1987,https://genius.com/Herb-alpert-diamonds-lyrics
3211,Point of No Return,Exposé,1987,https://genius.com/Expose-point-of-no-return-lyrics
3212,Big Love,Fleetwood Mac,1987,https://genius.com/Fleetwood-mac-big-love-lyrics
3213,Midnight Blue,Lou Gramm,1987,https://genius.com/Lou-gramm-midnight-blue-lyrics
3214,Something So Strong,Crowded House,1987,https://genius.com/Crowded-house-something-so-strong-lyrics
3215,Heat of the Night,Bryan Adams,1987,https://genius.com/Bryan-adams-heat-of-the-night-lyrics
3216,Nothing's Gonna Change My Love for You,Glenn Medeiros,1987,https://genius.com/Glenn-medeiros-nothings-gonna-change-my-love-for-you-lyrics
3217,Brilliant Disguise,Bruce Springsteen,1987,https://genius.com/Bruce-springsteen-brilliant-disguise-lyrics
3218,Just to See Her,Smokey Robinson,1987,https://genius.com/Smokey-robinson-just-to-see-her-lyrics
3219,Who Will You Run To,Heart,1987,https://genius.com/Heart-who-will-you-run-to-lyrics
3220,Respect Yourself,Bruce Willis,1987,https://genius.com/Bruce-willis-respect-yourself-lyrics
3221,Cross My Broken Heart,The Jets,1987,https://genius.com/The-jets-group-cross-my-broken-heart-lyrics
3222,Victory,Kool & the Gang,1987,https://genius.com/Kool-and-the-gang-victory-lyrics
3223,Don't Get Me Wrong,The Pretenders,1987,https://genius.com/Lovebugs-tender-offender-lyrics
3224,Doing It All for My Baby,Huey Lewis and the News,1987,https://genius.com/Huey-lewis-and-the-news-doing-it-all-for-my-baby-lyrics
3225,Right on Track,Breakfast Club,1987,https://genius.com/Breakfast-club-right-on-track-lyrics
3226,Ballerina Girl,Lionel Richie,1987,https://genius.com/Lionel-richie-ballerina-girl-lyrics
3227,Meet Me Half Way,Kenny Loggins,1987,https://genius.com/Kenny-loggins-meet-me-half-way-lyrics
3228,I've Been in Love Before,Cutting Crew,1987,https://genius.com/Cutting-crew-ive-been-in-love-before-lyrics
3229,(You Gotta) Fight for Your Right (To Party!),Beastie Boys,1987,https://genius.com/Watchmojo-top-10-rap-anthems-lyrics
3230,Funkytown,Pseudo Echo,1987,https://genius.com/Pseudo-echo-funky-town-lyrics
3231,Love You Down,Ready for the World,1987,https://genius.com/Ready-for-the-world-love-you-down-lyrics
3232,Faith,George Michael,1988,https://genius.com/George-michael-faith-lyrics
3233,Need You Tonight,INXS,1988,https://genius.com/Inxs-need-you-tonight-lyrics
3234,Got My Mind Set on You,George Harrison,1988,https://genius.com/George-harrison-got-my-mind-set-on-you-lyrics
3235,Never Gonna Give You Up,Rick Astley,1988,https://genius.com/Rick-astley-never-gonna-give-you-up-lyrics
3236,Sweet Child o' Mine,Guns N' Roses,1988,https://genius.com/Guns-n-roses-sweet-child-o-mine-lyrics
3237,So Emotional,Whitney Houston,1988,https://genius.com/Whitney-houston-so-emotional-lyrics
3238,Heaven Is a Place on Earth,Belinda Carlisle,1988,https://genius.com/Belinda-carlisle-heaven-is-a-place-on-earth-lyrics
3239,Could've Been,Tiffany,1988,https://genius.com/Tiffany-couldve-been-lyrics
3240,Hands to Heaven,Breathe,1988,https://genius.com/Breathe-uk-hands-to-heaven-lyrics
3241,Roll with It,Steve Winwood,1988,https://genius.com/Steve-winwood-roll-with-it-lyrics
3242,One More Try,George Michael,1988,https://genius.com/George-michael-one-more-try-lyrics
3243,Wishing Well,Terence Trent D'Arby,1988,https://genius.com/Terence-trent-darby-wishing-well-lyrics
3244,Anything for You,Gloria Estefan and Miami Sound Machine,1988,https://genius.com/Gloria-estefan-anything-for-you-lyrics
3245,The Flame,Cheap Trick,1988,https://genius.com/Cheap-trick-the-flame-lyrics
3246,"Get Outta My Dreams, Get into My Car",Billy Ocean,1988,https://genius.com/Billy-ocean-get-outta-my-dreams-get-into-my-car-lyrics
3247,Seasons Change,Exposé,1988,https://genius.com/Expose-seasons-change-lyrics
3248,Is This Love,Whitesnake,1988,https://genius.com/Whitesnake-is-this-love-lyrics
3249,"Wild, Wild West",The Escape Club,1988,https://genius.com/The-escape-club-wild-wild-west-lyrics
3250,Pour Some Sugar on Me,Def Leppard,1988,https://genius.com/Def-leppard-pour-some-sugar-on-me-lyrics
3251,I'll Always Love You,Taylor Dayne,1988,https://genius.com/Taylor-dayne-ill-always-love-you-lyrics
3252,Man in the Mirror,Michael Jackson,1988,https://genius.com/Michael-jackson-man-in-the-mirror-lyrics
3253,Shake Your Love,Debbie Gibson,1988,https://genius.com/Debbie-gibson-shake-your-love-lyrics
3254,Simply Irresistible,Robert Palmer,1988,https://genius.com/Robert-palmer-simply-irresistible-lyrics
3255,Hold On to the Nights,Richard Marx,1988,https://genius.com/Richard-marx-hold-on-to-the-nights-lyrics
3256,Hungry Eyes,Eric Carmen,1988,https://genius.com/Eric-carmen-hungry-eyes-lyrics
3257,Shattered Dreams,Johnny Hates Jazz,1988,https://genius.com/Johnny-hates-jazz-shattered-dreams-lyrics
3258,Father Figure,George Michael,1988,https://genius.com/George-michael-father-figure-lyrics
3259,Naughty Girls (Need Love Too),Samantha Fox,1988,https://genius.com/Samantha-fox-naughty-girls-need-love-too-lyrics
3260,A Groovy Kind of Love,Phil Collins,1988,https://genius.com/Phil-collins-a-groovy-kind-of-love-lyrics
3261,Love Bites,Def Leppard,1988,https://genius.com/Def-leppard-love-bites-lyrics
3262,Endless Summer Nights,Richard Marx,1988,https://genius.com/Richard-marx-endless-summer-nights-lyrics
3263,Foolish Beat,Debbie Gibson,1988,https://genius.com/Debbie-gibson-foolish-beat-lyrics
3264,Where Do Broken Hearts Go,Whitney Houston,1988,https://genius.com/Whitney-houston-where-do-broken-hearts-go-lyrics
3265,Angel,Aerosmith,1988,https://genius.com/Aerosmith-angel-lyrics
3266,A Hazy Shade of Winter,The Bangles,1988,https://genius.com/The-bangles-hazy-shade-of-winter-lyrics
3267,The Way You Make Me Feel,Michael Jackson,1988,https://genius.com/Michael-jackson-the-way-you-make-me-feel-lyrics
3268,"Don't Worry, Be Happy",Bobby McFerrin,1988,https://genius.com/Bobby-mcferrin-dont-worry-be-happy-lyrics
3269,Make Me Lose Control,Eric Carmen,1988,https://genius.com/Eric-carmen-make-me-lose-control-lyrics
3270,Red Red Wine,UB40,1988,https://genius.com/Ub40-red-red-wine-lyrics
3271,She's Like the Wind,Patrick Swayze featuring Wendy Fraser,1988,https://genius.com/Radio-hamburg-radio-hamburg-top-825-annotated
3272,Bad Medicine,Bon Jovi,1988,https://genius.com/Bon-jovi-bad-medicine-lyrics
3273,Kokomo,The Beach Boys,1988,https://genius.com/The-beach-boys-kokomo-lyrics
3274,I Don't Wanna Go on with You Like That,Elton John,1988,https://genius.com/Elton-john-i-dont-wanna-go-on-with-you-like-that-lyrics
3275,Together Forever,Rick Astley,1988,https://genius.com/Rick-astley-together-forever-lyrics
3276,Monkey,George Michael,1988,https://genius.com/George-michael-monkey-lyrics
3277,Devil Inside,INXS,1988,https://genius.com/Inxs-devil-inside-lyrics
3278,Should've Known Better,Richard Marx,1988,https://genius.com/Richard-marx-shouldve-known-better-lyrics
3279,I Don't Wanna Live Without Your Love,Chicago,1988,https://genius.com/Chicago-i-dont-wanna-live-without-your-love-lyrics
3280,The Loco-Motion,Kylie Minogue,1988,https://genius.com/Kylie-minogue-the-loco-motion-lyrics
3281,What Have I Done to Deserve This?,Pet Shop Boys with Dusty Springfield,1988,https://genius.com/Pet-shop-boys-what-have-i-done-to-deserve-this-lyrics
3282,Make It Real,The Jets,1988,https://genius.com/The-jets-group-make-it-real-lyrics
3283,What's On Your Mind (Pure Energy),Information Society,1988,https://genius.com/Information-society-whats-on-your-mind-pure-energy-lyrics
3284,Tell It to My Heart,Taylor Dayne,1988,https://genius.com/Taylor-dayne-tell-it-to-my-heart-lyrics
3285,Out of the Blue,Debbie Gibson,1988,https://genius.com/Debbie-gibson-out-of-the-blue-lyrics
3286,Don't You Want Me,Jody Watley,1988,https://genius.com/Jody-watley-dont-you-want-me-lyrics
3287,Desire,U2,1988,https://genius.com/U2-desire-lyrics
3288,I Get Weak,Belinda Carlisle,1988,https://genius.com/Belinda-carlisle-i-get-weak-lyrics
3289,Sign Your Name,Terence Trent D'Arby,1988,https://genius.com/Terence-trent-darby-sign-your-name-lyrics
3290,I Want to Be Your Man,Roger,1988,https://genius.com/Roger-troutman-i-want-to-be-your-man-annotated
3291,Girlfriend,Pebbles,1988,https://genius.com/Pebbles-girlfriend-lyrics
3292,Dirty Diana,Michael Jackson,1988,https://genius.com/Michael-jackson-dirty-diana-lyrics
3293,1-2-3,Gloria Estefan and Miami Sound Machine,1988,https://genius.com/Gloria-estefan-1-2-3-lyrics
3294,Mercedes Boy,Pebbles,1988,https://genius.com/Pebbles-mercedes-boy-lyrics
3295,Perfect World,Huey Lewis and the News,1988,https://genius.com/Huey-lewis-and-the-news-perfect-world-lyrics
3296,New Sensation,INXS,1988,https://genius.com/Inxs-new-sensation-lyrics
3297,Catch Me (I'm Falling),Pretty Poison,1988,https://genius.com/Pretty-poison-catch-me-im-falling-lyrics
3298,If It Isn't Love,New Edition,1988,https://genius.com/New-edition-if-it-isnt-love-lyrics
3299,Rocket 2 U,The Jets,1988,https://genius.com/The-jets-group-rocket-2-u-lyrics
3300,One Good Woman,Peter Cetera,1988,https://genius.com/Peter-cetera-one-good-woman-lyrics
3301,Don't Be Cruel,Cheap Trick,1988,https://genius.com/Cheap-trick-dont-be-cruel-lyrics
3302,Candle in the Wind,Elton John,1988,https://genius.com/Elton-john-candle-in-the-wind-lyrics
3303,Everything Your Heart Desires,Daryl Hall & John Oates,1988,https://genius.com/Daryl-hall-and-john-oates-everything-your-heart-desires-lyrics
3304,Say You Will,Foreigner,1988,https://genius.com/Foreigner-say-you-will-lyrics
3305,I Want Her,Keith Sweat,1988,https://genius.com/Keith-sweat-i-want-her-lyrics
3306,Pink Cadillac,Natalie Cole,1988,https://genius.com/Natalie-cole-pink-cadillac-lyrics
3307,Fast Car,Tracy Chapman,1988,https://genius.com/Tracy-chapman-fast-car-lyrics
3308,Electric Blue,Icehouse,1988,https://genius.com/Icehouse-electric-blue-lyrics
3309,The Valley Road,Bruce Hornsby and the Range,1988,https://genius.com/Bruce-hornsby-and-the-range-the-valley-road-lyrics
3310,Don't Be Cruel,Bobby Brown,1988,https://genius.com/Bobby-brown-dont-be-cruel-lyrics
3311,Always on My Mind,Pet Shop Boys,1988,https://genius.com/Pet-shop-boys-always-on-my-mind-lyrics
3312,Piano in the Dark,Brenda Russell featuring Joe Esposito,1988,
3313,When It's Love,Van Halen,1988,https://genius.com/Van-halen-when-its-love-lyrics
3314,Don't Shed a Tear,Paul Carrack,1988,https://genius.com/Paul-carrack-dont-shed-a-tear-lyrics
3315,We'll Be Together,Sting,1988,https://genius.com/Sting-well-be-together-lyrics
3316,I Hate Myself for Loving You,Joan Jett and the Blackhearts,1988,https://genius.com/Joan-jett-and-the-blackhearts-i-hate-myself-for-loving-you-lyrics
3317,I Don't Want to Live Without You,Foreigner,1988,https://genius.com/Foreigner-i-dont-want-to-live-without-you-lyrics
3318,Nite and Day,Al B. Sure!,1988,https://genius.com/Al-b-sure-nite-and-day-lyrics
3319,Don't You Know What the Night Can Do?,Steve Winwood,1988,https://genius.com/Steve-winwood-dont-you-know-what-the-night-can-do-lyrics
3320,One Moment in Time,Whitney Houston,1988,https://genius.com/Whitney-houston-one-moment-in-time-lyrics
3321,Can't Stay Away from You,Gloria Estefan and Miami Sound Machine,1988,https://genius.com/Gloria-estefan-cant-stay-away-from-you-lyrics
3322,Kissing a Fool,George Michael,1988,https://genius.com/George-michael-kissing-a-fool-lyrics
3323,Cherry Bomb,John Cougar Mellencamp,1988,https://genius.com/John-mellencamp-cherry-bomb-lyrics
3324,I Still Believe,Brenda K. Starr,1988,https://genius.com/Brenda-k-starr-i-still-believe-lyrics
3325,I Found Someone,Cher,1988,https://genius.com/Cher-i-found-someone-lyrics
3326,Never Tear Us Apart,INXS,1988,https://genius.com/Inxs-never-tear-us-apart-lyrics
3327,Valerie,Steve Winwood,1988,https://genius.com/Steve-winwood-valerie-lyrics
3328,Just Like Paradise,David Lee Roth,1988,https://genius.com/David-lee-roth-just-like-paradise-lyrics
3329,Nothin' but a Good Time,Poison,1988,https://genius.com/Poison-nothin-but-a-good-time-lyrics
3330,Wait,White Lion,1988,https://genius.com/White-lion-wait-lyrics
3331,Prove Your Love,Taylor Dayne,1988,https://genius.com/Taylor-dayne-prove-your-love-lyrics
3332,Look Away,Chicago,1989,https://genius.com/Chicago-look-away-lyrics
3333,My Prerogative,Bobby Brown,1989,https://genius.com/Bobby-brown-my-prerogative-lyrics
3334,Every Rose Has Its Thorn,Poison,1989,https://genius.com/Poison-every-rose-has-its-thorn-lyrics
3335,Straight Up,Paula Abdul,1989,https://genius.com/Paula-abdul-straight-up-lyrics
3336,Miss You Much,Janet Jackson,1989,https://genius.com/Janet-jackson-miss-you-much-lyrics
3337,Cold Hearted,Paula Abdul,1989,https://genius.com/Paula-abdul-cold-hearted-lyrics
3338,Wind Beneath My Wings,Bette Midler,1989,https://genius.com/Bette-midler-wind-beneath-my-wings-lyrics
3339,Girl You Know It's True,Milli Vanilli,1989,https://genius.com/Milli-vanilli-girl-you-know-its-true-lyrics
3340,"Baby, I Love Your Way/Freebird Medley",Will to Power,1989,https://genius.com/Will-to-power-baby-i-love-your-way-freebird-medley-lyrics
3341,Giving You the Best That I Got,Anita Baker,1989,https://genius.com/Anita-baker-giving-you-the-best-that-i-got-lyrics
3342,Right Here Waiting,Richard Marx,1989,https://genius.com/Richard-marx-right-here-waiting-lyrics
3343,Waiting For a Star to Fall,Boy Meets Girl,1989,https://genius.com/Boy-meets-girl-waiting-for-a-star-to-fall-lyrics
3344,Lost in Your Eyes,Debbie Gibson,1989,https://genius.com/Debbie-gibson-lost-in-your-eyes-lyrics
3345,Don't Wanna Lose You,Gloria Estefan,1989,https://genius.com/Gloria-estefan-dont-wanna-lose-you-lyrics
3346,Heaven,Warrant,1989,https://genius.com/Warrant-heaven-lyrics
3347,Girl I'm Gonna Miss You,Milli Vanilli,1989,https://genius.com/Milli-vanilli-girl-im-gonna-miss-you-lyrics
3348,The Look,Roxette,1989,https://genius.com/Roxette-the-look-lyrics
3349,She Drives Me Crazy,Fine Young Cannibals,1989,https://genius.com/Fine-young-cannibals-she-drives-me-crazy-lyrics
3350,On Our Own,Bobby Brown,1989,https://genius.com/Bobby-brown-on-our-own-lyrics
3351,Two Hearts,Phil Collins,1989,https://genius.com/Phil-collins-two-hearts-lyrics
3352,Blame It on the Rain,Milli Vanilli,1989,https://genius.com/Milli-vanilli-blame-it-on-the-rain-lyrics
3353,Listen to Your Heart,Roxette,1989,https://genius.com/Roxette-listen-to-your-heart-lyrics
3354,I'll Be There for You,Bon Jovi,1989,https://genius.com/Bon-jovi-ill-be-there-for-you-lyrics
3355,If You Don't Know Me by Now,Simply Red,1989,https://genius.com/Simply-red-if-you-dont-know-me-by-now-lyrics
3356,Like a Prayer,Madonna,1989,https://genius.com/Madonna-like-a-prayer-lyrics
3357,I'll Be Loving You (Forever),New Kids on the Block,1989,https://genius.com/New-kids-on-the-block-ill-be-loving-you-forever-lyrics
3358,How Can I Fall?,Breathe,1989,https://genius.com/Breathe-uk-how-can-i-fall-lyrics
3359,Baby Don't Forget My Number,Milli Vanilli,1989,https://genius.com/Milli-vanilli-baby-dont-forget-my-number-lyrics
3360,Toy Soldiers,Martika,1989,https://genius.com/Martika-toy-soldiers-lyrics
3361,Forever Your Girl,Paula Abdul,1989,https://genius.com/Paula-abdul-forever-your-girl-lyrics
3362,The Living Years,Mike + The Mechanics,1989,https://genius.com/Mike-the-mechanics-the-living-years-lyrics
3363,Eternal Flame,The Bangles,1989,https://genius.com/The-bangles-eternal-flame-lyrics
3364,Wild Thing,Tone Loc,1989,https://genius.com/Tone-loc-wild-thing-lyrics
3365,When I See You Smile,Bad English,1989,https://genius.com/Bad-english-when-i-see-you-smile-lyrics
3366,If I Could Turn Back Time,Cher,1989,https://genius.com/Cher-if-i-could-turn-back-time-lyrics
3367,Buffalo Stance,Neneh Cherry,1989,https://genius.com/Neneh-cherry-buffalo-stance-lyrics
3368,When I'm with You,Sheriff,1989,https://genius.com/Sheriff-when-im-with-you-lyrics
3369,Don't Rush Me,Taylor Dayne,1989,https://genius.com/Taylor-dayne-dont-rush-me-lyrics
3370,Born to Be My Baby,Bon Jovi,1989,https://genius.com/Bon-jovi-born-to-be-my-baby-lyrics
3371,Good Thing,Fine Young Cannibals,1989,https://genius.com/Fine-young-cannibals-good-thing-lyrics
3372,The Lover in Me,Sheena Easton,1989,https://genius.com/Sheena-easton-the-lover-in-me-lyrics
3373,Bust a Move,Young MC,1989,https://genius.com/Young-mc-bust-a-move-lyrics
3374,"Once Bitten, Twice Shy",Great White,1989,https://genius.com/Great-white-once-bitten-twice-shy-lyrics
3375,Batdance,Prince,1989,https://genius.com/Prince-batdance-lyrics
3376,Rock On,Michael Damian,1989,https://genius.com/Michael-damian-rock-on-lyrics
3377,Real Love,Jody Watley,1989,https://genius.com/Jody-watley-real-love-lyrics
3378,Love Shack,The B-52's,1989,https://genius.com/The-b-52s-love-shack-lyrics
3379,Every Little Step,Bobby Brown,1989,https://genius.com/Bobby-brown-every-little-step-lyrics
3380,Hangin' Tough,New Kids on the Block,1989,https://genius.com/New-kids-on-the-block-hangin-tough-lyrics
3381,My Heart Can't Tell You No,Rod Stewart,1989,https://genius.com/Rod-stewart-my-heart-cant-tell-you-no-lyrics
3382,So Alive,Love and Rockets,1989,https://genius.com/Love-and-rockets-so-alive-lyrics
